gqm_ref,framework,standard_id,standard_title,evidence_kind,goal_statement,status
GQM-CSF-037,NIST-CSF-2.0,ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,AssetInventoryEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.AM-07 - Inventories of data and corresponding metadata for designated data types are maintained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-038,NIST-CSF-2.0,ID.AM-08,"Systems, hardware, software, services, and data are managed throughout their life cycles",AssetInventoryEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.AM-08 - Systems, hardware, software, services, and data are managed throughout their life cycles within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-049,NIST-CSF-2.0,ID.IM-01,Improvements are identified from evaluations,ComplianceAuditEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.IM-01 - Improvements are identified from evaluations within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-050,NIST-CSF-2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",ComplianceAuditEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.IM-02 - Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-051,NIST-CSF-2.0,ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",ComplianceAuditEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.IM-03 - Improvements are identified from execution of operational processes, procedures, and activities within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-052,NIST-CSF-2.0,ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.IM-04 - Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-039,NIST-CSF-2.0,ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-01 - Vulnerabilities in assets are identified, validated, and recorded within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-040,NIST-CSF-2.0,ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-02 - Cyber threat intelligence is received from information sharing forums and sources within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-041,NIST-CSF-2.0,ID.RA-03,Internal and external threats to the organization are identified and recorded,RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-03 - Internal and external threats to the organization are identified and recorded within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-042,NIST-CSF-2.0,ID.RA-04,Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-04 - Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-043,NIST-CSF-2.0,ID.RA-05,"Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-05 - Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-044,NIST-CSF-2.0,ID.RA-06,"Risk responses are chosen, prioritized, planned, tracked, and communicated",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-06 - Risk responses are chosen, prioritized, planned, tracked, and communicated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-045,NIST-CSF-2.0,ID.RA-07,"Changes and exceptions are managed, assessed for risk impact, recorded, and tracked",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-07 - Changes and exceptions are managed, assessed for risk impact, recorded, and tracked within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-046,NIST-CSF-2.0,ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-08 - Processes for receiving, analyzing, and responding to vulnerability disclosures are established within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-047,NIST-CSF-2.0,ID.RA-09,The authenticity and integrity of hardware and software are assessed prior to acquisition and use,PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-09 - The authenticity and integrity of hardware and software are assessed prior to acquisition and use within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-048,NIST-CSF-2.0,ID.RA-10,Critical suppliers are assessed prior to acquisition,SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.RA-10 - Critical suppliers are assessed prior to acquisition within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-053,NIST-CSF-2.0,PR.AA-01,"Identities and credentials for authorized users, services, and hardware are managed by the organization",IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AA-01 - Identities and credentials for authorized users, services, and hardware are managed by the organization within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-054,NIST-CSF-2.0,PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AA-02 - Identities are proofed and bound to credentials based on the context of interactions within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-055,NIST-CSF-2.0,PR.AA-03,"Users, services, and hardware are authenticated",IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AA-03 - Users, services, and hardware are authenticated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-056,NIST-CSF-2.0,PR.AA-04,"Identity assertions are protected, conveyed, and verified",IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AA-04 - Identity assertions are protected, conveyed, and verified within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-057,NIST-CSF-2.0,PR.AA-05,"Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties",IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AA-05 - Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-058,NIST-CSF-2.0,PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk",PhysicalSecurityEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AA-06 - Physical access to assets is managed, monitored, and enforced commensurate with risk within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-059,NIST-CSF-2.0,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,TrainingAwarenessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AT-01 - Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-060,NIST-CSF-2.0,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,TrainingAwarenessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.AT-02 - Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-061,NIST-CSF-2.0,PR.DS-01,"The confidentiality, integrity, and availability of data-at-rest are protected",PrivacyDataProtectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.DS-01 - The confidentiality, integrity, and availability of data-at-rest are protected within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-062,NIST-CSF-2.0,PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected",PrivacyDataProtectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.DS-02 - The confidentiality, integrity, and availability of data-in-transit are protected within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-063,NIST-CSF-2.0,PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected",PrivacyDataProtectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.DS-10 - The confidentiality, integrity, and availability of data-in-use are protected within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-064,NIST-CSF-2.0,PR.DS-11,"Backups of data are created, protected, maintained, and tested",ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.DS-11 - Backups of data are created, protected, maintained, and tested within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-071,NIST-CSF-2.0,PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,NetworkSecurityEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.IR-01 - Networks and environments are protected from unauthorized logical access and usage within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-072,NIST-CSF-2.0,PR.IR-02,The organization's technology assets are protected from environmental threats,PhysicalSecurityEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.IR-02 - The organization's technology assets are protected from environmental threats within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-073,NIST-CSF-2.0,PR.IR-03,Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.IR-03 - Mechanisms are implemented to achieve resilience requirements in normal and adverse situations within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-074,NIST-CSF-2.0,PR.IR-04,Adequate resource capacity to ensure availability is maintained,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.IR-04 - Adequate resource capacity to ensure availability is maintained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-065,NIST-CSF-2.0,PR.PS-01,Configuration management practices are established and applied,PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.PS-01 - Configuration management practices are established and applied within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-066,NIST-CSF-2.0,PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk",PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.PS-02 - Software is maintained, replaced, and removed commensurate with risk within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-067,NIST-CSF-2.0,PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk",PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.PS-03 - Hardware is maintained, replaced, and removed commensurate with risk within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-068,NIST-CSF-2.0,PR.PS-04,Log records are generated and made available for continuous monitoring,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.PS-04 - Log records are generated and made available for continuous monitoring within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-069,NIST-CSF-2.0,PR.PS-05,Installation and execution of unauthorized software are prevented,PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.PS-05 - Installation and execution of unauthorized software are prevented within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-070,NIST-CSF-2.0,PR.PS-06,"Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle",SecureDevelopmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 PR.PS-06 - Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-105,NIST-CSF-2.0,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.CO-03 - Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-106,NIST-CSF-2.0,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.CO-04 - Public updates on incident recovery are shared using approved methods and messaging within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-099,NIST-CSF-2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.RP-01 - The recovery portion of the incident response plan is executed once initiated from the incident response process within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-100,NIST-CSF-2.0,RC.RP-02,"Recovery actions are selected, scoped, prioritized, and performed",ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.RP-02 - Recovery actions are selected, scoped, prioritized, and performed within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-101,NIST-CSF-2.0,RC.RP-03,The integrity of backups and other restoration assets is verified before using them for restoration,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.RP-03 - The integrity of backups and other restoration assets is verified before using them for restoration within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-102,NIST-CSF-2.0,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.RP-04 - Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-103,NIST-CSF-2.0,RC.RP-05,"The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.RP-05 - The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-104,NIST-CSF-2.0,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RC.RP-06 - The end of incident recovery is declared based on criteria, and incident-related documentation is completed within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-091,NIST-CSF-2.0,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.AN-03 - Analysis is performed to establish what has taken place during an incident and the root cause of the incident within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-092,NIST-CSF-2.0,RS.AN-06,"Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved",IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.AN-06 - Actions performed during an investigation are recorded, and the records' integrity and provenance are preserved within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-093,NIST-CSF-2.0,RS.AN-07,"Incident data and metadata are collected, and their integrity and provenance are preserved",IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.AN-07 - Incident data and metadata are collected, and their integrity and provenance are preserved within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-094,NIST-CSF-2.0,RS.AN-08,An incident's magnitude is estimated and validated,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.AN-08 - An incident's magnitude is estimated and validated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-095,NIST-CSF-2.0,RS.CO-02,Internal and external stakeholders are notified of incidents,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.CO-02 - Internal and external stakeholders are notified of incidents within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-096,NIST-CSF-2.0,RS.CO-03,Information is shared with designated internal and external stakeholders,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.CO-03 - Information is shared with designated internal and external stakeholders within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-086,NIST-CSF-2.0,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.MA-01 - The incident response plan is executed in coordination with relevant third parties once an incident is declared within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-087,NIST-CSF-2.0,RS.MA-02,Incident reports are triaged and validated,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.MA-02 - Incident reports are triaged and validated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-088,NIST-CSF-2.0,RS.MA-03,Incidents are categorized and prioritized,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.MA-03 - Incidents are categorized and prioritized within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-089,NIST-CSF-2.0,RS.MA-04,Incidents are escalated or elevated as needed,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.MA-04 - Incidents are escalated or elevated as needed within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-090,NIST-CSF-2.0,RS.MA-05,The criteria for initiating incident recovery are applied,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.MA-05 - The criteria for initiating incident recovery are applied within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-097,NIST-CSF-2.0,RS.MI-01,Incidents are contained,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.MI-01 - Incidents are contained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-098,NIST-CSF-2.0,RS.MI-02,Incidents are eradicated,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 RS.MI-02 - Incidents are eradicated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
