question_id,gqm_ref,framework,standard_id,question_type,metric_id,evidence_kind,question_text,status
GQM-CSF-024-EVID-01,GQM-CSF-024,NIST-CSF-2.0,GV.SC-03,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-03 - Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-025-EVID-01,GQM-CSF-025,NIST-CSF-2.0,GV.SC-04,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-04 - Suppliers are known and prioritized by criticality' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-026-EVID-01,GQM-CSF-026,NIST-CSF-2.0,GV.SC-05,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-05 - Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-027-EVID-01,GQM-CSF-027,NIST-CSF-2.0,GV.SC-06,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-06 - Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-028-EVID-01,GQM-CSF-028,NIST-CSF-2.0,GV.SC-07,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-07 - The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-029-EVID-01,GQM-CSF-029,NIST-CSF-2.0,GV.SC-08,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-08 - Relevant suppliers and other third parties are included in incident planning, response, and recovery activities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-030-EVID-01,GQM-CSF-030,NIST-CSF-2.0,GV.SC-09,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-09 - Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-031-EVID-01,GQM-CSF-031,NIST-CSF-2.0,GV.SC-10,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-10 - Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-032-EVID-01,GQM-CSF-032,NIST-CSF-2.0,ID.AM-01,evidence_first,,AssetInventoryEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.AM-01 - Inventories of hardware managed by the organization are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-033-EVID-01,GQM-CSF-033,NIST-CSF-2.0,ID.AM-02,evidence_first,,AssetInventoryEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.AM-02 - Inventories of software, services, and systems managed by the organization are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-034-EVID-01,GQM-CSF-034,NIST-CSF-2.0,ID.AM-03,evidence_first,,AssetInventoryEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.AM-03 - Representations of the organization's authorized network communication and internal and external network data flows are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-035-EVID-01,GQM-CSF-035,NIST-CSF-2.0,ID.AM-04,evidence_first,,AssetInventoryEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.AM-04 - Inventories of services provided by suppliers are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-036-EVID-01,GQM-CSF-036,NIST-CSF-2.0,ID.AM-05,evidence_first,,AssetInventoryEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.AM-05 - Assets are prioritized based on classification, criticality, resources, and impact on the mission' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-036-MET-01,GQM-CSF-036,NIST-CSF-2.0,ID.AM-05,metric_specific,AV_MONETARY,AssetInventoryEvidence,"For assets directly relevant to ID.AM-05 - Assets are prioritized based on classification, criticality, resources, and impact on the mission, what normalized monetary-value evidence is available, and what provenance supports the valuation?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-037-EVID-01,GQM-CSF-037,NIST-CSF-2.0,ID.AM-07,evidence_first,,AssetInventoryEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.AM-07 - Inventories of data and corresponding metadata for designated data types are maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-038-EVID-01,GQM-CSF-038,NIST-CSF-2.0,ID.AM-08,evidence_first,,AssetInventoryEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.AM-08 - Systems, hardware, software, services, and data are managed throughout their life cycles' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-049-EVID-01,GQM-CSF-049,NIST-CSF-2.0,ID.IM-01,evidence_first,,ComplianceAuditEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.IM-01 - Improvements are identified from evaluations' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-050-EVID-01,GQM-CSF-050,NIST-CSF-2.0,ID.IM-02,evidence_first,,ComplianceAuditEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.IM-02 - Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-051-EVID-01,GQM-CSF-051,NIST-CSF-2.0,ID.IM-03,evidence_first,,ComplianceAuditEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.IM-03 - Improvements are identified from execution of operational processes, procedures, and activities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-052-EVID-01,GQM-CSF-052,NIST-CSF-2.0,ID.IM-04,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.IM-04 - Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-039-EVID-01,GQM-CSF-039,NIST-CSF-2.0,ID.RA-01,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-01 - Vulnerabilities in assets are identified, validated, and recorded' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-039-MET-01,GQM-CSF-039,NIST-CSF-2.0,ID.RA-01,metric_specific,EP_EXPLOIT,RiskAssessmentEvidence,"For vulnerabilities or threats directly relevant to ID.RA-01 - Vulnerabilities in assets are identified, validated, and recorded, what CVSS-based exploitability evidence is available, and what provenance supports the score?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-040-EVID-01,GQM-CSF-040,NIST-CSF-2.0,ID.RA-02,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-02 - Cyber threat intelligence is received from information sharing forums and sources' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-040-MET-01,GQM-CSF-040,NIST-CSF-2.0,ID.RA-02,metric_specific,EP_EXPLOIT,RiskAssessmentEvidence,"For vulnerabilities or threats directly relevant to ID.RA-02 - Cyber threat intelligence is received from information sharing forums and sources, what CVSS-based exploitability evidence is available, and what provenance supports the score?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-041-EVID-01,GQM-CSF-041,NIST-CSF-2.0,ID.RA-03,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-03 - Internal and external threats to the organization are identified and recorded' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-041-MET-01,GQM-CSF-041,NIST-CSF-2.0,ID.RA-03,metric_specific,EP_EXPLOIT,RiskAssessmentEvidence,"For vulnerabilities or threats directly relevant to ID.RA-03 - Internal and external threats to the organization are identified and recorded, what CVSS-based exploitability evidence is available, and what provenance supports the score?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-042-EVID-01,GQM-CSF-042,NIST-CSF-2.0,ID.RA-04,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-04 - Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-042-MET-01,GQM-CSF-042,NIST-CSF-2.0,ID.RA-04,metric_specific,EP_EXPLOIT,RiskAssessmentEvidence,"For vulnerabilities or threats directly relevant to ID.RA-04 - Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded, what CVSS-based exploitability evidence is available, and what provenance supports the score?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-042-MET-02,GQM-CSF-042,NIST-CSF-2.0,ID.RA-04,metric_specific,IL_CIA,RiskAssessmentEvidence,"For impacts directly relevant to ID.RA-04 - Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded, what confidentiality/integrity/availability impact evidence is available, and what provenance supports the assessment?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-043-EVID-01,GQM-CSF-043,NIST-CSF-2.0,ID.RA-05,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-05 - Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-043-MET-01,GQM-CSF-043,NIST-CSF-2.0,ID.RA-05,metric_specific,EP_EXPLOIT,RiskAssessmentEvidence,"For vulnerabilities or threats directly relevant to ID.RA-05 - Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization, what CVSS-based exploitability evidence is available, and what provenance supports the score?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-043-MET-02,GQM-CSF-043,NIST-CSF-2.0,ID.RA-05,metric_specific,IL_CIA,RiskAssessmentEvidence,"For impacts directly relevant to ID.RA-05 - Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization, what confidentiality/integrity/availability impact evidence is available, and what provenance supports the assessment?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-043-MET-03,GQM-CSF-043,NIST-CSF-2.0,ID.RA-05,metric_specific,RRL_PORTFOLIO,RiskAssessmentEvidence,"For risk treatments directly relevant to ID.RA-05 - Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization, what risk-reduction level is observed and what baseline/after-treatment evidence supports it?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-044-EVID-01,GQM-CSF-044,NIST-CSF-2.0,ID.RA-06,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-06 - Risk responses are chosen, prioritized, planned, tracked, and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-044-MET-01,GQM-CSF-044,NIST-CSF-2.0,ID.RA-06,metric_specific,RRL_PORTFOLIO,RiskAssessmentEvidence,"For risk treatments directly relevant to ID.RA-06 - Risk responses are chosen, prioritized, planned, tracked, and communicated, what risk-reduction level is observed and what baseline/after-treatment evidence supports it?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-045-EVID-01,GQM-CSF-045,NIST-CSF-2.0,ID.RA-07,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-07 - Changes and exceptions are managed, assessed for risk impact, recorded, and tracked' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-045-MET-01,GQM-CSF-045,NIST-CSF-2.0,ID.RA-07,metric_specific,IL_CIA,RiskAssessmentEvidence,"For impacts directly relevant to ID.RA-07 - Changes and exceptions are managed, assessed for risk impact, recorded, and tracked, what confidentiality/integrity/availability impact evidence is available, and what provenance supports the assessment?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-046-EVID-01,GQM-CSF-046,NIST-CSF-2.0,ID.RA-08,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-08 - Processes for receiving, analyzing, and responding to vulnerability disclosures are established' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-046-MET-01,GQM-CSF-046,NIST-CSF-2.0,ID.RA-08,metric_specific,EP_EXPLOIT,RiskAssessmentEvidence,"For vulnerabilities or threats directly relevant to ID.RA-08 - Processes for receiving, analyzing, and responding to vulnerability disclosures are established, what CVSS-based exploitability evidence is available, and what provenance supports the score?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-047-EVID-01,GQM-CSF-047,NIST-CSF-2.0,ID.RA-09,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-09 - The authenticity and integrity of hardware and software are assessed prior to acquisition and use' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-048-EVID-01,GQM-CSF-048,NIST-CSF-2.0,ID.RA-10,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'ID.RA-10 - Critical suppliers are assessed prior to acquisition' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-053-EVID-01,GQM-CSF-053,NIST-CSF-2.0,PR.AA-01,evidence_first,,IdentityAccessEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AA-01 - Identities and credentials for authorized users, services, and hardware are managed by the organization' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-054-EVID-01,GQM-CSF-054,NIST-CSF-2.0,PR.AA-02,evidence_first,,IdentityAccessEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AA-02 - Identities are proofed and bound to credentials based on the context of interactions' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-055-EVID-01,GQM-CSF-055,NIST-CSF-2.0,PR.AA-03,evidence_first,,IdentityAccessEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AA-03 - Users, services, and hardware are authenticated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-056-EVID-01,GQM-CSF-056,NIST-CSF-2.0,PR.AA-04,evidence_first,,IdentityAccessEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AA-04 - Identity assertions are protected, conveyed, and verified' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-057-EVID-01,GQM-CSF-057,NIST-CSF-2.0,PR.AA-05,evidence_first,,IdentityAccessEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AA-05 - Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-058-EVID-01,GQM-CSF-058,NIST-CSF-2.0,PR.AA-06,evidence_first,,PhysicalSecurityEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AA-06 - Physical access to assets is managed, monitored, and enforced commensurate with risk' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-059-EVID-01,GQM-CSF-059,NIST-CSF-2.0,PR.AT-01,evidence_first,,TrainingAwarenessEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AT-01 - Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-059-MET-01,GQM-CSF-059,NIST-CSF-2.0,PR.AT-01,metric_specific,HF_AWARENESS,TrainingAwarenessEvidence,"For personnel or process behaviour directly relevant to PR.AT-01 - Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind, what observed awareness or security-culture evidence is available, and what provenance supports the observation?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-060-EVID-01,GQM-CSF-060,NIST-CSF-2.0,PR.AT-02,evidence_first,,TrainingAwarenessEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.AT-02 - Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-060-MET-01,GQM-CSF-060,NIST-CSF-2.0,PR.AT-02,metric_specific,HF_AWARENESS,TrainingAwarenessEvidence,"For personnel or process behaviour directly relevant to PR.AT-02 - Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind, what observed awareness or security-culture evidence is available, and what provenance supports the observation?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-061-EVID-01,GQM-CSF-061,NIST-CSF-2.0,PR.DS-01,evidence_first,,PrivacyDataProtectionEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.DS-01 - The confidentiality, integrity, and availability of data-at-rest are protected' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-062-EVID-01,GQM-CSF-062,NIST-CSF-2.0,PR.DS-02,evidence_first,,PrivacyDataProtectionEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.DS-02 - The confidentiality, integrity, and availability of data-in-transit are protected' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-063-EVID-01,GQM-CSF-063,NIST-CSF-2.0,PR.DS-10,evidence_first,,PrivacyDataProtectionEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.DS-10 - The confidentiality, integrity, and availability of data-in-use are protected' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-064-EVID-01,GQM-CSF-064,NIST-CSF-2.0,PR.DS-11,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.DS-11 - Backups of data are created, protected, maintained, and tested' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-071-EVID-01,GQM-CSF-071,NIST-CSF-2.0,PR.IR-01,evidence_first,,NetworkSecurityEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.IR-01 - Networks and environments are protected from unauthorized logical access and usage' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-072-EVID-01,GQM-CSF-072,NIST-CSF-2.0,PR.IR-02,evidence_first,,PhysicalSecurityEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.IR-02 - The organization's technology assets are protected from environmental threats' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-073-EVID-01,GQM-CSF-073,NIST-CSF-2.0,PR.IR-03,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.IR-03 - Mechanisms are implemented to achieve resilience requirements in normal and adverse situations' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-074-EVID-01,GQM-CSF-074,NIST-CSF-2.0,PR.IR-04,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.IR-04 - Adequate resource capacity to ensure availability is maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-065-EVID-01,GQM-CSF-065,NIST-CSF-2.0,PR.PS-01,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.PS-01 - Configuration management practices are established and applied' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-066-EVID-01,GQM-CSF-066,NIST-CSF-2.0,PR.PS-02,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.PS-02 - Software is maintained, replaced, and removed commensurate with risk' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-067-EVID-01,GQM-CSF-067,NIST-CSF-2.0,PR.PS-03,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.PS-03 - Hardware is maintained, replaced, and removed commensurate with risk' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-068-EVID-01,GQM-CSF-068,NIST-CSF-2.0,PR.PS-04,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.PS-04 - Log records are generated and made available for continuous monitoring' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-068-MET-02,GQM-CSF-068,NIST-CSF-2.0,PR.PS-04,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to PR.PS-04 - Log records are generated and made available for continuous monitoring, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-069-EVID-01,GQM-CSF-069,NIST-CSF-2.0,PR.PS-05,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.PS-05 - Installation and execution of unauthorized software are prevented' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-070-EVID-01,GQM-CSF-070,NIST-CSF-2.0,PR.PS-06,evidence_first,,SecureDevelopmentEvidence,"What traceable evidence demonstrates that the outcome/control 'PR.PS-06 - Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-105-EVID-01,GQM-CSF-105,NIST-CSF-2.0,RC.CO-03,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.CO-03 - Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-106-EVID-01,GQM-CSF-106,NIST-CSF-2.0,RC.CO-04,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.CO-04 - Public updates on incident recovery are shared using approved methods and messaging' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-099-EVID-01,GQM-CSF-099,NIST-CSF-2.0,RC.RP-01,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.RP-01 - The recovery portion of the incident response plan is executed once initiated from the incident response process' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-100-EVID-01,GQM-CSF-100,NIST-CSF-2.0,RC.RP-02,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.RP-02 - Recovery actions are selected, scoped, prioritized, and performed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-101-EVID-01,GQM-CSF-101,NIST-CSF-2.0,RC.RP-03,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.RP-03 - The integrity of backups and other restoration assets is verified before using them for restoration' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-102-EVID-01,GQM-CSF-102,NIST-CSF-2.0,RC.RP-04,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.RP-04 - Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-102-MET-01,GQM-CSF-102,NIST-CSF-2.0,RC.RP-04,metric_specific,IL_CIA,ContinuityResilienceEvidence,"For impacts directly relevant to RC.RP-04 - Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms, what confidentiality/integrity/availability impact evidence is available, and what provenance supports the assessment?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-103-EVID-01,GQM-CSF-103,NIST-CSF-2.0,RC.RP-05,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.RP-05 - The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-104-EVID-01,GQM-CSF-104,NIST-CSF-2.0,RC.RP-06,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'RC.RP-06 - The end of incident recovery is declared based on criteria, and incident-related documentation is completed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-091-EVID-01,GQM-CSF-091,NIST-CSF-2.0,RS.AN-03,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'RS.AN-03 - Analysis is performed to establish what has taken place during an incident and the root cause of the incident' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
