framework,id,title,gqm_ref,linked_ids,uml_class,metric_ids,evidence_kind,proposed_uml_anchor,recommended_metric_ids,metric_repair_action,olir_exact_set,R1_Count,OLIR218_Count,Overlap_Count,semantic_review_status,evidence_question,independent_review_sampled,final_review_decision,final_metric_fit,final_uml_fit,final_crosswalk_fit,final_review_action,post_review_implementation_status,post_review_note
ISO27001:2022,A.8.26,Application Security Requirements,GQM-ISO-085,PR.DS-01;PR.DS-02;PR.PS-06,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,1,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'A.8.26 - Application Security Requirements' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,yes,yes,partial,revise_crosswalk,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,Added PR.PS-06; removed PR.DS-10 per Step12K; retained PR.DS-01/PR.DS-02 as secondary data-protection relations.
ISO27001:2022,A.8.27,Secure System Architecture and Engineering Principles,GQM-ISO-086,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.27 - Secure System Architecture and Engineering Principles' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.28,Secure Coding,GQM-ISO-087,PR.PS-06,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.28 - Secure Coding' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.29,Security Testing in Development and Acceptance,GQM-ISO-088,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.29 - Security Testing in Development and Acceptance' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.30,Outsourced Development,GQM-ISO-089,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.30 - Outsourced Development' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.31,"Separation of Development, Test and Production Environments",GQM-ISO-090,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.31 - Separation of Development, Test and Production Environments' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.32,Change Management,GQM-ISO-091,ID.RA-07,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.32 - Change Management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.33,Test Information,GQM-ISO-092,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.33 - Test Information' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.34,Protection of Information Systems During Audit Testing,GQM-ISO-093,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,ComplianceAuditEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.34 - Protection of Information Systems During Audit Testing' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.OC-01,The organizational mission is understood and informs cybersecurity risk management,GQM-CSF-001,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.OC-01 - The organizational mission is understood and informs cybersecurity risk management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,GV.OC-02,"Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered",GQM-CSF-002,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.OC-02 - Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,GV.OC-03,"Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed",GQM-CSF-003,A.5.20;A.5.31,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.OC-03 - Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.OC-04,"Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated",GQM-CSF-004,A.5.20;A.5.31,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.OC-04 - Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.OC-05,"Outcomes, capabilities, and services that the organization depends on are understood and communicated",GQM-CSF-005,A.5.3,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.OC-05 - Outcomes, capabilities, and services that the organization depends on are understood and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,GQM-CSF-006,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RM-01 - Risk management objectives are established and agreed to by organizational stakeholders' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RM-02,"Risk appetite and risk tolerance statements are established, communicated, and maintained",GQM-CSF-007,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RM-02 - Risk appetite and risk tolerance statements are established, communicated, and maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RM-03,Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,GQM-CSF-008,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RM-03 - Cybersecurity risk management activities and outcomes are included in enterprise risk management processes' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RM-04,Strategic direction that describes appropriate risk response options is established and communicated,GQM-CSF-009,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,RRL_PORTFOLIO,replace,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RM-04 - Strategic direction that describes appropriate risk response options is established and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RM-05,"Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties",GQM-CSF-010,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RM-05 - Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RM-06,"A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated",GQM-CSF-011,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RM-06 - A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RM-07,"Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions",GQM-CSF-012,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,RiskAssessmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,0,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RM-07 - Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving",GQM-CSF-013,A.5.4,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.RR-01 - Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,GV.RR-02,"Roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced",GQM-CSF-014,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,no,0,2,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RR-02 - Roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RR-03,"Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies",GQM-CSF-015,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,GovernanceDecisionEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RR-03 - Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.RR-04,Cybersecurity is included in human resources practices,GQM-CSF-016,A.6.1;A.6.2;A.6.3;A.6.4;A.6.5;A.6.6;A.6.7;A.6.8,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,PersonnelSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,8,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.RR-04 - Cybersecurity is included in human resources practices' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced",GQM-CSF-017,A.5.1,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,PolicyProcedureEvidence,EvidenceRequirement,,remove_current_metrics,no,1,8,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.PO-01 - Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.PO-02,"Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission",GQM-CSF-018,A.5.1,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,PolicyProcedureEvidence,EvidenceRequirement,,remove_current_metrics,no,1,3,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.PO-02 - Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,GV.OV-01,Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction,GQM-CSF-019,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,ComplianceAuditEvidence,EvidenceRequirement,,remove_current_metrics,no,0,3,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.OV-01 - Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.OV-02,The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,GQM-CSF-020,,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,ComplianceAuditEvidence,EvidenceRequirement,,remove_current_metrics,no,0,3,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.OV-02 - The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.OV-03,Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed,GQM-CSF-021,A.5.1,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,ComplianceAuditEvidence,EvidenceRequirement,,remove_current_metrics,no,1,3,0,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'GV.OV-03 - Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,yes,yes,partial,revise_crosswalk,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,Pruned supplier-specific A.5.19/A.5.20; retained A.5.1. ISO Clause 9 references were not injected because the 199-row catalog is Annex-A/CSF scoped.
NIST-CSF-2.0,GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders",GQM-CSF-022,A.5.19;A.5.20;A.5.21;A.5.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,4,2,2,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.SC-01 - A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.SC-02,"Cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally",GQM-CSF-023,A.5.2;A.5.4,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.SC-02 - Cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes",GQM-CSF-024,A.5.20;A.5.21,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.SC-03 - Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.SC-04,Suppliers are known and prioritized by criticality,GQM-CSF-025,A.5.19;A.5.22,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.SC-04 - Suppliers are known and prioritized by criticality' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",GQM-CSF-026,A.5.19;A.5.20;A.5.31,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.SC-05 - Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
NIST-CSF-2.0,GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,GQM-CSF-027,A.5.20;A.5.31,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,2,0,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'GV.SC-06 - Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
NIST-CSF-2.0,GV.SC-07,"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship",GQM-CSF-028,A.5.19;A.5.20;A.5.31,AssetValue,AV_MONETARY;EP_FREQ;HF_AWARENESS,SupplierThirdPartyEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'GV.SC-07 - The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
